Código;Descrição;Unidade de Medida;Familia;Foto ou Imagem
270464;CON,TER,TOR,BI,35MM2,1F,631A,D71063;EA;CONECTORES;270464.jpg
270468;CON,TER,TOR,BI,35-185MM2,2F,631A,D71063;EA;CONECTORES;270468.jpg
270469;TACO FIB,350X35X45,6F,30,D230.05;CDA;MATERIAL GERAL;270469.jpg
270477;PASSA FIO DE AÇO;CDA;FERRAMENTAS;270477.jpg
270478;COBERTURA ISOLANTE TIPO CALHA 35KV;EA;FERRAMENTAS;270478.jpg
270479;SUPORTE ISOLANTE PARA BYPASS MT;EA;FERRAMENTAS;270479.jpg
270480;APLICADOR DE CONECTOR CUNHA;CDA;FERRAMENTAS;270480.jpg
270481;CHAVE DE IMPACTO COM BATERIA E CARREGADO;EA;FERRAMENTAS;270481.jpg
270561;C.PERF,AL-CU,D,50-150TR,6-54,6DR,GSCC20;UN;CONECTORES;270561.jpg
270567;C.PERF,AL-CU,E,35-150TR,35-150DR,GSCC20;EA;CONECTORES;270567.jpg
270569;C.PERF,AL-CU,E,16-95TR,4-35DR,GSCC20;EA;CONECTORES;270569.jpg
270570;C.PERF,AL-CU,E,50-150TR,6-54,6DR,GSCC20;EA;CONECTORES;270570.jpg
274634;COBERTURA,PROTBTCU50MM2-CA1/0D22030.0;M;FERRAMENTAS;274634.jpg
274639;CONECTOR,PARAL,CU,2X 16-120MM2,2P,D71026;UN;CONECTORES;274639.jpg
274654;ESTRIBO CONEC DER CUNHACB 50MMDED-1780;PC;MATERIAL GERAL;274654.jpg
274682;CONEC. COMPR.H AL/AL- AL/CU DED-1451 I.1;PC;CONECTORES;274682.jpg
274683;CONEC.COMPR.H AL/AL-AL/CU DED-1451 I.5;PC;CONECTORES;274683.jpg
274684;CONEC.COMPR.H AL/AL-AL/CU DED-1451 I6;PC;CONECTORES;274684.jpg
274685;CONEC.COMPR.H AL/AL-AL/CU DED 1451 I.7;PC;CONECTORES;274685.jpg
274686;CONEC.COMPR.H AL/AL, AL/CU DED 1451 I8;PC;CONECTORES;274686.jpg
274688;LUVA EMENDA COMPRES 336,4 CAA YTS;PC;MATERIAL GERAL;274688.jpg
274691;LUVA, REPARO A COMPRESSÃO P/CONDUTOR 4/0;PC;MATERIAL GERAL;274691.jpg
274702;CAPA PROT.CONEC. CUNHA/ESTR DED-1788 I2;PC;MATERIAL GERAL;274702.jpg
274711;ESTRIBO CONEC DER CUNHACB185MMDED-1780;PC;MATERIAL GERAL;274711.jpg
274719;CONEC CUNHA DER ESTRIBOCB35MMDED1780R3;PC;CONECTORES;274719.jpg
274726;CONECTOR TERMINAL TIPO OLHAL 25 MM ;PC;MATERIAL GERAL;274726.jpg
274730;CONECTOR EMENDA FIBRA ÓTICA:HFBR-4505;PC;CONECTORES;274730.jpg
274731;CONECTOR DE FIBRA ÓTICA: HFBR 4531;PC;MATERIAL GERAL;274731.jpg
274743;CONEC TERM COMPR,CB-BAR CHT,CU630,2F;PZ;CONECTORES;274743.jpg
274790;PROTETOR EMENDA ANTIFURTO(CONECTOR PERF);PC;MATERIAL GERAL;274790.jpg
274808;CONECTOR PRR 121 AEP,TERM,PINO,1X35-185,M16,D71060;PC;TELECONTROLE;274808.jpg
274810;EMENDA,LIGA AL,MT ISOL,35-150MM2,D72004.;UN;MATERIAL GERAL FEFO;274810.jpg
274880;LUVA,EMENDA COMPRES,CU,70MM2,D72010;UN;MATERIAL GERAL;274880.jpg
274884;PRENSA-CABO,FURO 21MM,CB 6 A 12MM,ET762;UN;CONECTORES;274884.jpg
274898;CONECTOR,PERF,AL,16-95TR,4-35DR,D71053;UN;CONECTORES;274898.jpg
274900;CONECTOR,PERF,AL,25-120TR/DR,D71053;UN;MATERIAL GERAL;274900.jpg
274902;CONECTOR,CUN,AL,477-556/315TR/DR,ET710;UN;CONECTORES;274902.jpg
274903;CONECTOR,CUN,BIM,MOD.I,D71039;PC;CONECTORES;274903.jpg
274904;CONECTOR,CUN,BIM,MOD.II,D71039;UN;CONECTORES;274904.jpg
274920;CONECTOR,CUN,BIM,MOD.VI,D71039;PC;CONECTORES;274920.jpg
274921;CONECTOR,CUN,BIM,MOD.VII,D71039;UN;CONECTORES;274921.jpg
274938;CONECTOR,PARAL,CU,2X 70MM2,2P,D71026;UN;CONECTORES;274938.jpg
274963;CONEC.COMPR.H AL/AL-AL/CU-DED-1451 I2;PC;CONECTORES;274963.jpg
274964;CONEC.COMPR.H AL/AL-AL/CU-DED-1451 I3;PC;CONECTORES;274964.jpg
274965;CONEC., COMPR H AL/AL-AL/CU DED-1451 I.4;PC;CONECTORES;274965.jpg
274966;CONEC, COMPR H AL/AL-AL/CU DED-1451 I9;PC;CONECTORES;274966.jpg
274967;CONECTOR PERFURANTE, DED-1851 I1 R3;PC;CONECTORES;274967.jpg
274968;CONECTOR PERFURANTE, DED-1851 I.2 R.3;PC;CONECTORES;274968.jpg
274969;CONECTOR PERFURANTE, DED-1851 I4 R3;PC;CONECTORES;274969.jpg
274970;TERMINAL EXT UNIP 35 MM² -70MM² GSCC005;PC;MATERIAL GERAL;274970.jpg
274971;TERMINAL,INT,12/20kV,35MM2-70MM2,GSCC;PC;MATERIAL GERAL;274971.jpg
274972;CONECTOR PARAF. FENDIDO,DED-1845 I.4;PC;CONECTORES;274972.jpg
274973;LUVA EMEN. TENSÃO COND. CA DED-0109 I.1;PC;MATERIAL GERAL;274973.jpg
274974;LUVA EMEN. TENSÃO COND. CA, DED-0109 I.2;PC;MATERIAL GERAL;274974.jpg
274975;LUVA EMEN. TENSÃO COND. CA, DED-0109 I3;PC;MATERIAL GERAL;274975.jpg
274976;LUVA REPARO COND.CA1/0 AWG, DED-0112 I.2;PC;MATERIAL GERAL;274976.jpg
274977;LUVA REPARO COND.CA4/0AWG, DED-0112 I.3;PC;MATERIAL GERAL;274977.jpg
274978;LUVA REPARO COND.CA336,4MCM DED-0112 I.4;PC;MATERIAL GERAL;274978.jpg
274980;LUVA EMEN. TENSÃO COND. CA, DED-0109 I.4;PC;MATERIAL GERAL;274980.jpg
274981;LUVA REPARO COND. CA 2 AWG, DED-0112 I.1;PC;MATERIAL GERAL;274981.jpg
274982;LUVA EMEN. SEM TENSÃO, DED-0111 I.1;PC;MATERIAL GERAL;274982.jpg
274984;LUVA EMEND.TENSÃOCAA 4AWGDED-1793I1R4;PC;MATERIAL GERAL;274984.jpg
274985;CONECTOR TERM. P/ COND. CU,DDT-1761 I.2;PC;CONECTORES;274985.jpg
274986;PROTETOR BUCHA 15KV RD COMPACTA,DED-1782;PC;MATERIAL GERAL;274986.jpg
274987;CONEC.CUN.AZULD=8,23-12,70DED-1786 I2;PC;CONECTORES;274987.jpg
274988;CONEC.CUN.AZULD=15,24-17,37DED-1786 I3;PC;CONECTORES;274988.jpg
274989;CONEC,CUNHA DERIV.II/VERDE DED-1786 I7;PC;CONECTORES;274989.jpg
274991;COBERTURA EMENDA  CB COBERTO RC DED 1901;PC;MATERIAL GERAL;274991.jpg
274992;ESTRIBO RAMAL DE SERVIÇO DED-1707;PC;MATERIAL GERAL;274992.jpg
274994;CONECTOR TERM. P/ COND. AL, DED-0105 I.1;PC;CONECTORES;274994.jpg
274995;CONECTOR TERM. P/ COND. AL, DED-0105 I.4;PC;CONECTORES;274995.jpg
274996;CONEC.CUN.DERIV.A/VIOLETA-DED-1786 I1;PC;CONECTORES;274996.jpg
274997;CONEC.CUN.DERIV. B-LARANJA - DED-1786 I2;PC;CONECTORES;274997.jpg
274998;CONEC.CUNHA DERIV. C-MARRON, DED-1786 I3;PC;CONECTORES;274998.jpg
274999;CONEC.CUNHA DERIV. D-BRANCA, DED-1786 I4;PC;CONECTORES;274999.jpg
275000;CONEC.CUNHA DERIV. I-CINZA DED-1786 I6;PC;CONECTORES;275000.jpg
275002;CONEC.CUN.DERI.VI-BRAN/AZUL DED-1786 I9;PC;CONECTORES;275002.jpg
275003;CONEC.CUN.DERIV.VII-BRN/VERM.DED1786 I10;PC;CONECTORES;275003.jpg
275008;LUVA EMEN. COND. COBRE, DED-1833 I.6;PC;MATERIAL GERAL;275008.jpg
275009;ABRACADEIRA, NYLON COMPRIMENTO 390MM, T;PC;MATERIAL GERAL;275009.jpg
275010;ABRAÇADEIRA NYLON 760mm DDT-1750 I.5;PC;MATERIAL GERAL;275010.jpg
275011;ABRAÇADEIRA NYLON 1094mm DDT-1750 I6;PC;MATERIAL GERAL;275011.jpg
275013;CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.1;PC;MATERIAL GERAL;275013.jpg
275014;CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2;PC;MATERIAL GERAL;275014.jpg
275019;LAÇO MENS AÇO GALV 7,9MM RCDED-1772I1R1;PC;MATERIAL GERAL;275019.jpg
275020;ESTRIBO P/ESPAÇADOR LOSANG RC, DED-1779;PC;MATERIAL GERAL;275020.jpg
275026;ABRAÇADEIRA NYLON 203mm DDT-1750 I.3;PC;MATERIAL GERAL;275026.jpg
275028;CONEC.CUNH.DERIV.L-CINZA/AZUL DED1786 I5;PC;CONECTORES;275028.jpg
275029;EMENDA RETA,CB MT,AL 185MM-PM2031R2;PC;MATERIAL GERAL FEFO;275029.jpg
275031;TERMINAL DESC.15/25KV 200 A PM-2032 I1;UN;CONECTORES;275031.jpg
275035;CONECTOR DER. P/ CORD. CU DQN-2045 I.4.;PC;MATERIAL GERAL;275035.jpg
275040;TERMINAL EXT UNIP 95 MM² -240MM² GSCC005;PC;CONECTORES;275040.jpg
275057;CARTUCHO APL. CONECTOR CUNHA AZUL;PC;MATERIAL GERAL;275057.jpg
275058;CARTUCHO APL. CONECTOR CUNHA VERMELHO;PC;MATERIAL GERAL;275058.jpg
275059;LUVA EMEND.TENSÃOCAA1/0AWGDED-1793I2R4;PC;MATERIAL GERAL;275059.jpg
275061;ABRAÇADEIRA P/CB POTENCIA-DED-1857;PC;MATERIAL GERAL;275061.jpg
275062;CONEC,COMPR H AL/AL-AL/CU DED-1451 I10R4;PC;MATERIAL GERAL;275062.jpg
275063;LIMITADOR CARGA MONO4AREP AUTOPM-2172;PC;MATERIAL GERAL;275063.jpg
275065;CONEC PERF ISOLCB 16-95/4-35MMDED1851;PC;CONECTORES;275065.jpg
275066;CONEC PERF ISOLCB16-150/1,5-6MMDED1851;PC;CONECTORES;275066.jpg
275068;LUVA EMENDA ISOLCB AL BT 35MMPM2176 I1;PC;MATERIAL GERAL;275068.jpg
275069;LUVA EMENDA ISOLCB AL BT 50MMPM2176 I2;PC;MATERIAL GERAL;275069.jpg
275070;LUVA,EMEND,ISOL,LA,BT,50MM2,PM-R720.24.0;PC;MATERIAL GERAL;275070.jpg
275071;LUVA EMENDA ISOLCB AL BT 70MMPM2176 I5;PC;MATERIAL GERAL;275071.jpg
275072;LUVA EMENDA ISOLCB AL BT 95MMPM2176 I6;PC;MATERIAL GERAL;275072.jpg
275073;LUVA EMENDA ISOLCB AL BT150MMPM2176 I7;PC;MATERIAL GERAL;275073.jpg
275074;ABRAÇADEIRA DE NYLON 108MM PTA. 200 PC;PC;MATERIAL GERAL;275074.jpg
275075;ABRAÇADEIRA NYLON 155mm DDT-1750 I.2    ;PC;MATERIAL GERAL;275075.jpg
275076;ESTRIBO,GLV,C.CUN,16-35CU,4-2AL,D71071;UN;CONECTORES;275076.jpg
275077;CONECTOR CUNHA AZUL D=6,53-8 DED-1867 I1 ;PC;CONECTORES;275077.jpg
275078;CONEC,CUN.DERV.UNIF.VRM/AZ/AMDED-1786I8;PC;CONECTORES;275078.jpg
275079;CONEC TERM COMPR P/MEDCBH 16,0DQN-2092;PC;CONECTORES;275079.jpg
275080;TAMPÃO REDCX REDE SUBTERRAN-PM2185 - R1;PC;FERRAGEM;275080.jpg
275082;CONECT CUNHA VERM D=6-53-10-11 PM1867I4;PC;CONECTORES;275082.jpg
275083;CONECTOR CUNHA VERMELHA 35MM - 6,53A10,11;PC;CONECTORES;275083.jpg
275084;CONEC.CUN.AZLD=8,23-12,70DED-1867 I6;PC;CONECTORES;275084.jpg
275085;ESTRIBO-BARRA CHATA-PM 2194 R0;UN;MATERIAL GERAL;275085.jpg
275087;CONECT. ELETR. C/ ESTRIBO PT-40B EN RP;PC;CONECTORES;275087.jpg
275089;CONECT DERIV COMPR-COND CU-PM-2202 I1 R0;PC;MATERIAL GERAL;275089.jpg
275090;CONECTOR DERIV COMPR-COND CU-PM-2202 I2 R0;PC;CONECTORES;275090.jpg
275091;CONECTOR DERIV. COMPR COND PM - 22021 3R0;PC;CONECTORES;275091.jpg
275092;CONEC,COMP,C,CU,P:120,D:16-70,D780.13;PZ;CONECTORES;275092.jpg
275093;CONECTOR DERIV COMPR,COND CU,PM-2202I5R0;PC;CONECTORES;275093.jpg
275097;ESTRIBO RAMAL P/CH FUSIVEL DED-1707I2R3;PC;FERRAGEM;275097.jpg
275100;TERMINAL ALUMINIO HASTE CILIND 180 2 FUROS;PC;MATERIAL GERAL;275100.jpg
275101;CARTUCHO CONEC.CUNHA-METAL-AZUL-PM2160I3;PC;MATERIAL GERAL ESPECIAL;275101.jpg
275102;CARTUCHO CONEC.CUNHA-METAL-VERM-PM2160I4;PC;MATERIAL GERAL ESPECIAL;275102.jpg
275104;CONECTOR TERM COMPR,AL,CA 2AWG-PM222;PC;CONECTORES;275104.jpg
275105;CONECTOR TERM COMPR-AL-70MM2-PM2223 I6;PC;CONECTORES;275105.jpg
275109;TERMINAL EXT UNIP CB AL/CU400MMýPM2030I7;PC;MATERIAL GERAL;275109.jpg
275115;TERMINAL TUBULAR METRICO 1F 2C TM-25-L;PC;MATERIAL GERAL;275115.jpg
275116;CONECTOR ADAPT. 6mm-CONDUT AL-PM2233I1;PC;CONECTORES;275116.jpg
275133;CAPA CONECTOR CUNHA 15KV CAPA PEQUENA (CADC-100);PC;CONECTORES;275133.jpg
275134;LUVA EMENDA TENSAO COND,AL 25MM²PM0109I1;PC;MATERIAL GERAL;275134.jpg
275138;CONECTOR TERM COMPR,AL,AAAC25MM-PM22;PC;CONECTORES;275138.jpg
275139;CONECTOR TERM COMPR,AAAC160MM-PM2223I10;PC;CONECTORES;275139.jpg
275143;TERMINAL EXT UNIP 630MM² GSCC005;PZ;CONECTORES;275143.jpg
275153;CONECTOR CUNHA,CB50MM²+CARACT.PM1867;PC;MATERIAL GERAL;275153.jpg
275154;CONECTOR CUNHA,CB95MMý+CARACT.PM1867    ;PC;MATERIAL GERAL;275154.jpg
275155;CONECTOR CUNHA,CB150MMý+CARACT.PM1867   ;PC;MATERIAL GERAL;275155.jpg
275156;CAPA PROTET-CONECT CUNHA DERIV-PM2249I1;PC;MATERIAL GERAL;275156.jpg
275157;CONECTOR TERM-COND AL 35MM-PM2251I1R0;PC;MATERIAL GERAL;275157.jpg
275158;CONECTOR TERM-COND AL 50MM-PM2251I2R0;PC;CONECTORES;275158.jpg
275168;TERMINAL DESC.15/25KV 200A,PM-2032 I2;UN;CONECTORES;275168.jpg
275169;CONEC.CUN,ESTRIBO,C70,A1/0,SP70,D71071;PC;MATERIAL GERAL;275169.jpg
275170;CONECTOR ADAP,CONDUT AL 10mm PM2233I2;PC;CONECTORES;275170.jpg
275171;CONECTOR ADAP. 16mm-CONDUT AL-PM2233I3;PC;CONECTORES;275171.jpg
275176;CONECTOR,TERM,BIM,C35,A2AWG,ET710;UN;CONECTORES;275176.jpg
275177;CONECTOR ADAPT. 6mm-CONDUT AL-PM2233I4;PC;CONECTORES;275177.jpg
275178;CONECTOR ADAPT. 10mm-CONDUT AL-PM2233I5;PC;CONECTORES;275178.jpg
275179;CONECTOR ADAPT. 16mm-CONDUT AL-PM2233I6;PC;CONECTORES;275179.jpg
275185;CONECTOR CARA NT ATERRAMENTO;UN;CONECTORES;275185.jpg
275202;CONECTOR DERIV.CUNHA (AL) CADC-352 C/ CARTUCHO;PC;CONECTORES;275202.jpg
275203;CONECTOR  DERIV. CUNHA (AL) CADC-407 ;PC;CONECTORES;275203.jpg
275210;CONEC,PARAL,AL,336.4 MCM/200MM²,D710.;PC;MATERIAL GERAL;275210.jpg
275212;CONEC,PARAL,AL,795 MCM/500MM²;PC;MATERIAL GERAL;275212.jpg
275213;PRENSA-FIOS,CORDOALHA,AZ,6-10MM,D762.03;PC;MATERIAL GERAL;275213.jpg
275241;CONEC,ATERR,16-70MM2,D710.25;PC;MATERIAL GERAL;275241.jpg
275274;CONECTOR,TERM,PINO,1X35-240,M16;PC;TELECONTROLE;275274.jpg
275282;CONECTOR,TERM,TORQ,BIM,35MM2,1F,D710;PC;CONECTORES;275282.jpg
275284;TERMINAL,INT,12/20kV,95-240MM2,GSCC-005;PC;MATERIAL GERAL;275284.jpg
275287;TERMINAL DESC RETO 12/20KV 250A GSCC006;UN;CONECTORES;275287.jpg
275291;TERMINAL DESC COT 12/20KV 400A CB 185MM²;UN;CONECTORES;275291.jpg
275297;TERM,EXT,95- 240MM², 18/30KV,GSCC005/4;UN;CONECTORES;275297.jpg
275310;EMENDA,AUTOM,AL,5.82-8.64MM,D72014;PZ;CONECTORES;275310.jpg
275311;EMENDA,AUTOM,AL,9.27-12.07MM,D72014;PZ;CONECTORES;275311.jpg
275312;EMENDA,AUTOM,AL,12.75-14.86MM,D72014;PZ;CONECTORES;275312.jpg
275313;EMENDA,AUTOM,AL,14.73-18-.39MM,D72014;PZ;CONECTORES;275313.jpg
275356;CONEC.CUN,ESTRIBO,A4/0,SP150,D71071;UN;CONECTORES;275356.jpg
275358;CONECTOR, DERIV CUNHA, AL AZ SOMADI;UN;CONECTORES;275358.jpg
275362;CONEC,COMP,C,CU,P:35-70,D:16-70,D78013;UN;MATERIAL GERAL;275362.jpg
275364;CONEC,CUN,AL,I6,D=28.70-24,28MM,D7105;PC;MATERIAL GERAL;275364.jpg
275377;CONEC,COMPR,C,CU,P:25-35,D:16-25,D780.13;UN;CONECTORES;275377.jpg
275475;PROTETOR DE PARA-RAIOS,PM-BR780.04;UN;MATERIAL GERAL;275475.jpg
275620;PROTETOR, EQUIPAMENTO, BUCHA DE TRA;UN;FERRAGEM;275620.jpg
275628;CONECTOR, DERIV COMPRESSAO, TIPO H;UN;CONECTORES;275628.jpg
275629;CONECTOR, DERIV COMPRESSAO, TIPO H;UN;CONECTORES;275629.jpg
275630;CONECTOR, DERIV COMPRESSAO, TIPO H;UN;CONECTORES;275630.jpg
275694;CONEC,PERF,AL-CU,16-95TR,4-35DR,GSCC0;PC;MATERIAL GERAL;275694.jpg
275695;CONEC,PERF,AL-CU,25-120TR/DR,GSCC020;PZ;CONECTORES;275695.jpg
275700;INFLADOR, LUVAS DE BORRACHA, BOMBA;UN;FERRAMENTAS;275700.jpg
275722;LUVA EMEND LGTRAÇÃO TOTAL370MMCAA2AWG;PC;MATERIAL GERAL;275722.jpg
275877;TERMINAL,COMUNICACAO, 3G;PC;MATERIAL GERAL;275877.jpg
275878;KIT SUP POST/PAR P/FK-CEO 4M/4T ACO INOX;UN;FERRAMENTAS;275878.jpg
275892;LIMITADOR CARGA MONO2AREP AUTOPM-2172;PC;CONECTORES;275892.jpg
275895;CONECTOR PERF. LIMITADOR CORRENTE 3A;PC;MATERIAL GERAL;275895.jpg
275897;COBERTURA ISOL PROT 25KV 3,5MM 200X400MM;UN;FERRAMENTAS;275897.jpg
276520;KIT ABRAÇADEIRA,(GRAMPO KIT);UN;FERRAMENTAS;276520.jpg
276656;EMENDA AUTOMÁTICA PARA CONDUTORES DE COB;PZ;CONECTORES;276656.jpg
276661;CONEC,PERF,AL-CU,35-150TR/DR,GSCC020;PC;CONECTORES;276661.jpg
276662;CONECPERF,AL-CU,50-150TR,6-54,6DR,GSCC20;PZ;CONECTORES;276662.jpg
276672;CONEC,PERF,AL-CU,16-150TR,1,5-6DR,GSCC20;PZ;CONECTORES;276672.jpg
276682;EMENDA,AUTOM,CU,8.63-9.77MM,D72014;PZ;CONECTORES;276682.jpg
276683;EMENDA,AUTOM,CU,5.79-6.73MM,D72014;PZ;CONECTORES;276683.jpg
276684;EMENDA,AUTOM,CU,10.10-10.66MM,D72014;PZ;CONECTORES;276684.jpg
280046;CX MEDIDOR POLIF.C/VISORPM-2093;PC;CAIXAS;280046.jpg
280047;CAIXA P/MEDIDOR MONOF.C/VISOR - DQN-2150;PC;CAIXAS;280047.jpg
280048;CX.P/MEDIDOR POLIF.200A - DQN-2149;PC;CAIXAS;280048.jpg
280051;CX DISJ BT 100APM-1759 I1;PC;MATERIAL GERAL;280051.jpg
280052;CX MEDIDOR MONOFÁSICODED-1946;PC;CAIXAS;280052.jpg
280053;CX MEDIDOR POLIFÁSICODED-1943;PC;CAIXAS;280053.jpg
280055;CAIXA,POLIC,MED MONOF,TRAVA,D19026;UN;CAIXAS;280055.jpg
280056;CAIXA,POLIC,MED POLIF,TRAVA,D19026;UN;CAIXAS;280056.jpg
280057;ADAPTADOR-CX.MEDIDOR- DED-1795 I2 R3;PC;FERRAGEM;280057.jpg
280059;CAIXA-INDICADOR DE LEITURA- PM2215;PC;CAIXAS;280059.jpg
280063;CAIXA INDICAD LEITUR CONSUM ENERG-PM2240;PC;CAIXAS;280063.jpg
280064;CAIXA IND LEITURA CONSUM ENERG-I2 PM2240;PC;CAIXAS;280064.jpg
300030;ISOLADOR,POST,PIN.CURT,36kV,GSCC010/18;UN;ISOLADORES;300030.jpg
300032;ISOLADOR,POST,PIN.CURT,17,5kV,GSCC010/16;UN;ISOLADORES;300032.jpg
300038;MAT-OMBR-NOM-22-1544-EDBR - Suporte para;EA;FERRAMENTAS;300038.jpg
300206;ISOLADOR PINO POLIMERICO,15KV,PM1768I1;EA;ISOLADORES;300206.jpg
300583;ISOLADOR,VIDRO,ZN,D=254MM,PS146MM,120KN.;PC;ISOLADORES;300583.jpg
300586;ISOLADOR PILAR POLIMÉRICO 36 kV-GSCC010;PC;ISOLADORES;300586.jpg
300589;ISOLADOR PILAR,15KV P/AMB.AGRES.DED-1798;PC;ISOLADORES;300589.jpg
300590;ISOLADOR PILAR PORC P/ AMB  AGR DED-1798;PC;ISOLADORES;300590.jpg
300597;ISOL SUP,CH FUS 300MM ESCOAM,PM-2198;PC;ISOLADORES;300597.jpg
300616;ISOL,SUP MACIÇO,POLIM,15KV,SE,D50052;UN;ISOLADORES;300616.jpg
300644;ISOL,PILAR,HIBR,24kV,560MM,PINO-GSCC010;PC;ISOLADORES;300644.jpg
300647;ISOLADOR,ROLDANA,PORC,79X76,D500.54.0;PC;ISOLADORES;300647.jpg
300648;ISOL,SUSP,CS 120 SB-325-2250,GSCH004/2;PC;ISOLADORES;300648.jpg
300653;ISOL,15KVPINOPORCELDED-0063 R.4;PC;ISOLADORES;300653.jpg
300655;ISOLADOR ROLDANA, PORCELANA DED-0064 R5;PC;ISOLADORES;300655.jpg
300657;ISOL,15KVPINO ANTI-POLUICAO,DED-0295 R3;PC;ISOLADORES;300657.jpg
300662;ISOLADOR POLIM PILAR HIBR,24kV,GSCC01;PC;ISOLADORES;300662.jpg
300670;ISOL,PINO,POLIM,35KV,SPACER,EMT010;PC;ISOLADORES;300670.jpg
300699;ISOL PIN POLIM 35KV LINHA FUGA PROTEGIDA;PC;ISOLADORES;300699.jpg
300714;ISOLADOR POLI PILAR,FUG PRO,36kV,GSCC010;PZ;ISOLADORES;300714.jpg
300840;ISOL,PIL,LP,72,5KV,POSTE CIRC,D500.61.1;CJT;ISOLADORES;300840.jpg
300853;ISOLADOR ANCOR POLIM 13,8 KV DED-1767 R2;PC;ISOLADORES;300853.jpg
300854;ISOLADOR,PINO,POLI,15KV,25MM,PM-BR500.22;PC;ISOLADORES;300854.jpg
300927;COBERTURA P/ ISOLADOR DE PINO PM2271 R.0;UN;FERRAMENTAS;300927.jpg
300941;ISOL, SUP MAC, POLIM, 145KV,SE,D50051;PC;ISOLADORES;300941.jpg
310050;DETECTOR PESSOAL,MT.5-36,2KV-ET-HS-317;EA;FERRAMENTAS;310050.jpg
310434;COND LIGA AL NU ENGRAX AAAC50MM²PM2231I2;KG;CABO;310434.jpg
310513;CABO,NU,CAA,795MCM,DRAKE,B,D21102.1;KG;CABO;310513.jpg
310515;CB, ELETR AL NU CAA 336,4MCM 26/7 FIOS;KG;CABO;310515.jpg
310527;CORDOALHA AÇO ZINC, 9,5MM,PR,PMA212.03.0;KG;CABO;310527.jpg
310530;FIO E CABO, AL NU S/ALMA ACO DIVERSOS TI;KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310530.jpg
310535;CABO CAA 266,8 GALV B PARTRIDGE PM1955I4;KG;CABO;310535.jpg
310539;COND LIGA AL NU ENGRAX AAAC160MMPM2231I4;KG;CABO;310539.jpg
310551;CABO,ACO-CU,ATERR,6MM²,D805.02;KG;CONDUTOR DE COBRE;310551.jpg
310552;CABO,ACO-CU,ATERR,35MM²,D80502;KG;CONDUTOR DE COBRE;310552.jpg
310566;CABO,CU NU, 25MM2,7F,MEIO-DURO,GSC003;KG;CONDUTOR DE COBRE;310566.jpg
310567;CABO COBRE NU 35MM2 M DURA CL2A;KG;CONDUTOR DE COBRE;310567.jpg
310568;CABO,CU NU, 70MM2,19F,MEIO-DURO,GSC00;KG;CONDUTOR DE COBRE;310568.jpg
310571;CABO,ACO-CU,ATERR,16MM²,D805.02;KG;CABO;310571.jpg
310582;CABO,CU BLINDCONTROLE 4X4MM2ET206.2;UN;CABO;310582.jpg
310590;CABO,CONCENCU0,6/1KV2X10MM2EBT003.3;MT;CONDUTOR DE COBRE;310590.jpg
310600;CABO AL CA 336,4MCM DED-0057 I3 R6;KG;CABO;310600.jpg
310601;CONDUTOR AL NÚ CA 4/0 AWG DED-0057 I3 R4;KG;CABO;310601.jpg
310602;CABO AL NÚ CA 1/0 AWG DED-0057 I2 R6;KG;CABO;310602.jpg
310603;CABO AL NÚ CA 2 AWG DED-0057 I1 R6;KG;CABO;310603.jpg
310604;COND AL NÚ CAA 4AWG DQN-1955 I1 R3;KG;CABO;310604.jpg
310605;COND AL NU CAA 1/0AWG DQN-1955 I2 R3;KG;CABO;310605.jpg
310609;COND CU NU16MM²7 FIOSDED-1846 I4 R5;KG;CONDUTOR DE COBRE;310609.jpg
310611;COND CU NU25MM²7 FIOSDED-1846 I5 R5;KG;CONDUTOR DE COBRE;310611.jpg
310612;CORDOALHA AÇO ZINC.9,5MM, DED-1903 I2 R2;MT;CABO;310612.jpg
310621;CONDUTOR AÇO COBREAD-7F-B=35MM²-PM2181I4;MT;CABO;310621.jpg
310633;COND LIGA AL NU ENGRAX AAAC70MM²PM223113;KG;CABO;310633.jpg
310635;CONDUTOR AÇO COBREADO-6MM²-PM-2181 I1;MT;CABO;310635.jpg
310636;CONDUTOR LIGA ALUMINIU NU ENGR.;KG;CABO;310636.jpg
310648;EMENDA,RET,CONTR,24KV,400-630MM2,GSCC4/1;PZ;CONECTORES;310648.jpg
310651;CABO AL-GALV A 4/0 CAA-PENGUIN PM1955 I5;KG;CABO;310651.jpg
310652;CABO,NU,CAA,266MCM,PARTRIDGE,A,D21102.1;KG;CABO;310652.jpg
310653;CONDUTOR LIGA AL 25MM-AAAC-7F-PM2231I1;KG;CABO;310653.jpg
310654;CONDUTOR LIGA AL 50MM-AAAC-7F-PM2231I2;KG;CABO;310654.jpg
310733;CABO, ELETRICO ISOL POTENCIA, COBRE(SUC);M;SUCATA;310733.jpg
310736;CABO, ELETRICO NU AL CA, 4 AWG RO(SUC);KG;COND.ALUM.NÚ.CA.SUCATA [S/ALMA];310736.jpg
310744;CABO, ELETRICO NU AL CAA, 1/0 AWG (SUC);KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310744.jpg
310745;CABO, ELETRICO NU AL CAA, 2/0 AWG (SUC);KG;COND.ALUM.NÚ.CAA.SUCATA [C/ALMA];310745.jpg
